Diagnosis Description,Reference Code,Retrieve-Rank,Vanilla GPT-3.5-turbo,Retrieve-Rank Match,Vanilla GPT-3.5 turbo match
"Tuberculosis of larynx, trachea and bronchus",A155,A155,,Yes,
Tuberculous pleurisy,A156,A156,,Yes,
Primary respiratory tuberculosis,A157,A157,,Yes,
Other respiratory tuberculosis,A158,A158,,Yes,
Respiratory tuberculosis unspecified,A159,A159,,Yes,
Tuberculous meningitis,A170,A170,,Yes,
Meningeal tuberculoma,A171,A171,,Yes,
Tuberculoma of brain and spinal cord,A1781,A1781,,Yes,
Tuberculous meningoencephalitis,A1782,A1782,,Yes,
Tuberculous neuritis,A1783,A1783,,Yes,
Other tuberculosis of nervous system,A1789,A1789,,Yes,
"Tuberculosis of nervous system, unspecified",A179,A179,,Yes,
Tuberculosis of spine,A1801,A1801,,Yes,
Tuberculous arthritis of other joints,A1802,A1802,,Yes,
Tuberculosis of other bones,A1803,A1803,,Yes,
Other musculoskeletal tuberculosis,A1809,A1809,,Yes,
"Tuberculosis of genitourinary system, unspecified",A1810,A1810,,Yes,
Tuberculosis of kidney and ureter,A1811,A1811,,Yes,
Tuberculosis of bladder,A1812,A1812,,Yes,
Tuberculosis of other urinary organs,A1813,A1813,,Yes,
Tuberculosis of prostate,A1814,A1814,,Yes,
Tuberculosis of other male genital organs,A1815,A1815,,Yes,
Tuberculosis of cervix,A1816,A1816,,Yes,
Tuberculous female pelvic inflammatory disease,A1817,A1817,,Yes,
Tuberculosis of other female genital organs,A1818,A1818,,Yes,
Tuberculous peripheral lymphadenopathy,A182,A182,,Yes,
Tuberculous peritonitis,A1831,A1831,,Yes,
Tuberculous enteritis,A1832,A1832,,Yes,
Retroperitoneal tuberculosis,A1839,A1839,,Yes,
Tuberculosis of skin and subcutaneous tissue,A184,A184,,Yes,
"Tuberculosis of eye, unspecified",A1850,A1850,,Yes,
Tuberculous episcleritis,A1851,A1851,,Yes,
Tuberculous keratitis,A1852,A1852,,Yes,
Tuberculous chorioretinitis,A1853,A1853,,Yes,
Tuberculous iridocyclitis,A1854,A1854,,Yes,
Other tuberculosis of eye,A1859,A1859,,Yes,
Tuberculosis of (inner) (middle) ear,A186,A186,,Yes,
Tuberculosis of adrenal glands,A187,A187,,Yes,
Tuberculosis of thyroid gland,A1881,A1881,,Yes,
Tuberculosis of other endocrine glands,A1882,A1882,,Yes,
"Tuberculosis of digestive tract organs, not elsewhere classified",A1883,A1883,,Yes,
Tuberculosis of heart,A1884,A1884,,Yes,
Tuberculosis of spleen,A1885,A1885,,Yes,
Tuberculosis of other sites,A1889,A1889,,Yes,
Acute miliary tuberculosis of a single specified site,A190,A190,,Yes,
Acute miliary tuberculosis of multiple sites,A191,A191,,Yes,
"Acute miliary tuberculosis, unspecified",A192,A192,,Yes,
Other miliary tuberculosis,A198,A198,,Yes,
"Miliary tuberculosis, unspecified",A199,A199,,Yes,
Bubonic plague,A200,A200,,Yes,
Cellulocutaneous plague,A201,A201,,Yes,
Pneumonic plague,A202,A202,,Yes,
Plague meningitis,A203,A203,,Yes,
Septicemic plague,A207,A207,,Yes,
Other forms of plague,A208,A208,,Yes,
"Plague, unspecified",A209,A209,,Yes,
Ulceroglandular tularemia,A210,A210,,Yes,
Oculoglandular tularemia,A211,A211,,Yes,
Pulmonary tularemia,A212,A212,,Yes,
Gastrointestinal tularemia,A213,A213,,Yes,
Generalized tularemia,A217,A217,,Yes,
Other forms of tularemia,A218,A218,,Yes,
"Tularemia, unspecified",A219,A219,,Yes,
Cutaneous anthrax,A220,A220,,Yes,
Pulmonary anthrax,A221,A221,,Yes,
Gastrointestinal anthrax,A222,A222,,Yes,
Anthrax sepsis,A227,A227,,Yes,
Other forms of anthrax,A228,A228,,Yes,
"Anthrax, unspecified",A229,A229,,Yes,
Brucellosis due to Brucella melitensis,A230,A230,,Yes,
Brucellosis due to Brucella abortus,A231,A231,,Yes,
Brucellosis due to Brucella suis,A232,A232,,Yes,
Brucellosis due to Brucella canis,A233,A233,,Yes,
Other brucellosis,A238,A238,,Yes,
"Brucellosis, unspecified",A239,A239,,Yes,
Glanders,A240,A240,,Yes,
Acute and fulminating melioidosis,A241,A241,,Yes,
Subacute and chronic melioidosis,A242,A242,,Yes,
Other melioidosis,A243,A243,,Yes,
"Melioidosis, unspecified",A249,A249,,Yes,
Spirillosis,A250,A250,,Yes,
Streptobacillosis,A251,A251,,Yes,
"Rat-bite fever, unspecified",A259,A259,,Yes,
Cutaneous erysipeloid,A260,A260,,Yes,
Erysipelothrix sepsis,A267,A267,,Yes,
Other forms of erysipeloid,A268,A268,,Yes,
"Erysipeloid, unspecified",A269,A269,,Yes,
Leptospirosis icterohemorrhagica,A270,A270,,Yes,
Aseptic meningitis in leptospirosis,A2781,A2781,,Yes,
Other forms of leptospirosis,A2789,A2789,,Yes,
"Leptospirosis, unspecified",A279,A279,,Yes,
Pasteurellosis,A280,A280,,Yes,
Cat-scratch disease,A281,A281,,Yes,
Extraintestinal yersiniosis,A282,A282,,Yes,
"Other specified zoonotic bacterial diseases, not elsewhere classified",A288,A288,,Yes,
"Zoonotic bacterial disease, unspecified",A289,A289,,Yes,
Indeterminate leprosy,A300,A300,,Yes,
Tuberculoid leprosy,A301,A301,,Yes,
Borderline tuberculoid leprosy,A302,A302,,Yes,
Borderline leprosy,A303,A303,,Yes,
Borderline lepromatous leprosy,A304,A304,,Yes,
Lepromatous leprosy,A305,A305,,Yes,
Other forms of leprosy,A308,A308,,Yes,
"Leprosy, unspecified",A309,A309,,Yes,
Pulmonary mycobacterial infection,A310,A310,,Yes,
Cutaneous mycobacterial infection,A311,A311,,Yes,
Disseminated mycobacterium avium-intracellulare complex (DMAC),A312,A312,,Yes,
Other mycobacterial infections,A318,A318,,Yes,
"Mycobacterial infection, unspecified",A319,A319,,Yes,
Cutaneous listeriosis,A320,A320,,Yes,
Listerial meningitis,A3211,A3211,,Yes,
Listerial meningoencephalitis,A3212,A3212,,Yes,
Listerial sepsis,A327,A327,,Yes,
Oculoglandular listeriosis,A3281,A3281,,Yes,
Listerial endocarditis,A3282,A3282,,Yes,
Other forms of listeriosis,A3289,A3289,,Yes,
"Listeriosis, unspecified",A329,A329,,Yes,
Tetanus neonatorum,A33,A33,,Yes,
Obstetrical tetanus,A34,A34,,Yes,
Other tetanus,A35,A35,,Yes,
Pharyngeal diphtheria,A360,A360,,Yes,
Nasopharyngeal diphtheria,A361,A361,,Yes,
Laryngeal diphtheria,A362,A362,,Yes,
Cutaneous diphtheria,A363,A363,,Yes,
Diphtheritic cardiomyopathy,A3681,A3681,,Yes,
Diphtheritic radiculomyelitis,A3682,A3682,,Yes,
Diphtheritic polyneuritis,A3683,A3683,,Yes,
Diphtheritic tubulo-interstitial nephropathy,A3684,A3684,,Yes,
Diphtheritic cystitis,A3685,A3685,,Yes,
Diphtheritic conjunctivitis,A3686,A3686,,Yes,
Other diphtheritic complications,A3689,A3689,,Yes,
"Diphtheria, unspecified",A369,A369,,Yes,
Whooping cough due to Bordetella pertussis without pneumonia,A3700,A3700,,Yes,
Whooping cough due to Bordetella pertussis with pneumonia,A3701,A3701,,Yes,
Whooping cough due to Bordetella parapertussis without pneumonia,A3710,A3710,,Yes,
Whooping cough due to Bordetella parapertussis with pneumonia,A3711,A3711,,Yes,
Whooping cough due to other Bordetella species without pneumonia,A3780,A3780,,Yes,
Whooping cough due to other Bordetella species with pneumonia,A3781,A3781,,Yes,
"Whooping cough, unspecified species without pneumonia",A3790,A3790,,Yes,
"Whooping cough, unspecified species with pneumonia",A3791,A3791,,Yes,
Scarlet fever with otitis media,A380,A380,,Yes,
Scarlet fever with myocarditis,A381,A381,,Yes,
Scarlet fever with other complications,A388,A388,,Yes,
"Scarlet fever, uncomplicated",A389,A389,,Yes,
Meningococcal meningitis,A390,A390,,Yes,
Waterhouse-Friderichsen syndrome,A391,A391,,Yes,
Acute meningococcemia,A392,A392,,Yes,
Chronic meningococcemia,A393,A393,,Yes,
"Meningococcemia, unspecified",A394,A394,,Yes,
"Meningococcal carditis, unspecified",A3950,A3950,,Yes,
Meningococcal endocarditis,A3951,A3951,,Yes,
Meningococcal myocarditis,A3952,A3952,,Yes,
Meningococcal pericarditis,A3953,A3953,,Yes,
Meningococcal encephalitis,A3981,A3981,,Yes,
Meningococcal retrobulbar neuritis,A3982,A3982,,Yes,
Meningococcal arthritis,A3983,A3983,,Yes,
Postmeningococcal arthritis,A3984,A3984,,Yes,
Other meningococcal infections,A3989,A3989,,Yes,
"Meningococcal infection, unspecified",A399,A399,,Yes,
"Sepsis due to streptococcus, group A",A400,A400,,Yes,
"Sepsis due to streptococcus, group B",A401,A401,,Yes,
Sepsis due to Streptococcus pneumoniae,A403,A403,,Yes,
Other streptococcal sepsis,A408,A408,,Yes,
"Streptococcal sepsis, unspecified",A409,A409,,Yes,
Sepsis due to Methicillin susceptible Staphylococcus aureus,A4101,A4101,,Yes,
Sepsis due to Methicillin resistant Staphylococcus aureus,A4102,A4102,,Yes,
Sepsis due to other specified staphylococcus,A411,A411,,Yes,
Sepsis due to unspecified staphylococcus,A412,A412,,Yes,
Sepsis due to Hemophilus influenzae,A413,A413,,Yes,
Sepsis due to anaerobes,A414,A414,,Yes,
"Gram-negative sepsis, unspecified",A4150,A4150,,Yes,
Sepsis due to Escherichia coli [E. coli],A4151,A4151,,Yes,
Sepsis due to Pseudomonas,A4152,A4152,,Yes,
Sepsis due to Serratia,A4153,A4153,,Yes,
Sepsis due to Acinetobacter baumannii,A4154,A4154,,Yes,
Other Gram-negative sepsis,A4159,A4159,,Yes,
Sepsis due to Enterococcus,A4181,A4181,,Yes,
Other specified sepsis,A4189,A4189,,Yes,
"Sepsis, unspecified organism",A419,A419,,Yes,
Pulmonary actinomycosis,A420,A420,,Yes,
Abdominal actinomycosis,A421,A421,,Yes,
Cervicofacial actinomycosis,A422,A422,,Yes,
Actinomycotic sepsis,A427,A427,,Yes,
Actinomycotic meningitis,A4281,A4281,,Yes,
Actinomycotic encephalitis,A4282,A4282,,Yes,
Other forms of actinomycosis,A4289,A4289,,Yes,
"Actinomycosis, unspecified",A429,A429,,Yes,
Pulmonary nocardiosis,A430,A430,,Yes,
Cutaneous nocardiosis,A431,A431,,Yes,
Other forms of nocardiosis,A438,A438,,Yes,
"Nocardiosis, unspecified",A439,A439,,Yes,
Systemic bartonellosis,A440,A440,,Yes,
Cutaneous and mucocutaneous bartonellosis,A441,A441,,Yes,
Other forms of bartonellosis,A448,A448,,Yes,
"Bartonellosis, unspecified",A449,A449,,Yes,
Erysipelas,A46,A46,,Yes,
Gas gangrene,A480,A480,,Yes,
Legionnaires' disease,A481,A481,,Yes,
Nonpneumonic Legionnaires' disease [Pontiac fever],A482,A482,,Yes,
Toxic shock syndrome,A483,A483,,Yes,
Brazilian purpuric fever,A484,A484,,Yes,
Infant botulism,A4851,A4851,,Yes,
Wound botulism,A4852,A4852,,Yes,
Other specified bacterial diseases,A488,A488,,Yes,
"Methicillin susceptible Staphylococcus aureus infection, unspecified site",A4901,A4901,,Yes,
"Methicillin resistant Staphylococcus aureus infection, unspecified site",A4902,A4902,,Yes,
"Streptococcal infection, unspecified site",A491,A491,,Yes,
"Hemophilus influenzae infection, unspecified site",A492,A492,,Yes,
"Mycoplasma infection, unspecified site",A493,A493,,Yes,
Other bacterial infections of unspecified site,A498,A498,,Yes,
"Bacterial infection, unspecified",A499,A499,,Yes,
Early congenital syphilitic oculopathy,A5001,A5001,,Yes,
Early congenital syphilitic osteochondropathy,A5002,A5002,,Yes,
Early congenital syphilitic pharyngitis,A5003,A5003,,Yes,
Early congenital syphilitic pneumonia,A5004,A5004,,Yes,
Early congenital syphilitic rhinitis,A5005,A5005,,Yes,
Early cutaneous congenital syphilis,A5006,A5006,,Yes,
Early mucocutaneous congenital syphilis,A5007,A5007,,Yes,
Early visceral congenital syphilis,A5008,A5008,,Yes,
"Other early congenital syphilis, symptomatic",A5009,A5009,,Yes,
"Early congenital syphilis, latent",A501,A501,,Yes,
"Early congenital syphilis, unspecified",A502,A502,,Yes,
"Late congenital syphilitic oculopathy, unspecified",A5030,A5030,,Yes,
Late congenital syphilitic interstitial keratitis,A5031,A5031,,Yes,
Late congenital syphilitic chorioretinitis,A5032,A5032,,Yes,
Other late congenital syphilitic oculopathy,A5039,A5039,,Yes,
"Late congenital neurosyphilis, unspecified",A5040,A5040,,Yes,
Late congenital syphilitic meningitis,A5041,A5041,,Yes,
Late congenital syphilitic encephalitis,A5042,A5042,,Yes,
Late congenital syphilitic polyneuropathy,A5043,A5043,,Yes,
Late congenital syphilitic optic nerve atrophy,A5044,A5044,,Yes,
Juvenile general paresis,A5045,A5045,,Yes,
Other late congenital neurosyphilis,A5049,A5049,,Yes,
Clutton's joints,A5051,A5051,,Yes,
Hutchinson's teeth,A5052,A5052,,Yes,
Hutchinson's triad,A5053,A5053,,Yes,
Late congenital cardiovascular syphilis,A5054,A5054,,Yes,
Late congenital syphilitic arthropathy,A5055,A5055,,Yes,
Late congenital syphilitic osteochondropathy,A5056,A5056,,Yes,
Syphilitic saddle nose,A5057,A5057,,Yes,
"Other late congenital syphilis, symptomatic",A5059,A5059,,Yes,
"Late congenital syphilis, latent",A506,A506,,Yes,
"Late congenital syphilis, unspecified",A507,A507,,Yes,
"Congenital syphilis, unspecified",A509,A509,,Yes,
Primary genital syphilis,A510,A510,,Yes,
Primary anal syphilis,A511,A511,,Yes,
Primary syphilis of other sites,A512,A512,,Yes,
Condyloma latum,A5131,A5131,,Yes,
Syphilitic alopecia,A5132,A5132,,Yes,
Other secondary syphilis of skin,A5139,A5139,,Yes,
Secondary syphilitic meningitis,A5141,A5141,,Yes,
Secondary syphilitic female pelvic disease,A5142,A5142,,Yes,
Secondary syphilitic oculopathy,A5143,A5143,,Yes,
Secondary syphilitic nephritis,A5144,A5144,,Yes,
Secondary syphilitic hepatitis,A5145,A5145,,Yes,
Secondary syphilitic osteopathy,A5146,A5146,,Yes,
Other secondary syphilitic conditions,A5149,A5149,,Yes,
"Early syphilis, latent",A515,A515,,Yes,
"Early syphilis, unspecified",A519,A519,,Yes,
"Cardiovascular syphilis, unspecified",A5200,A5200,,Yes,
Syphilitic aneurysm of aorta,A5201,A5201,,Yes,
Syphilitic aortitis,A5202,A5202,,Yes,
Syphilitic endocarditis,A5203,A5203,,Yes,
Syphilitic cerebral arteritis,A5204,A5204,,Yes,
Other cerebrovascular syphilis,A5205,A5205,,Yes,
Other syphilitic heart involvement,A5206,A5206,,Yes,
Other cardiovascular syphilis,A5209,A5209,,Yes,
"Symptomatic neurosyphilis, unspecified",A5210,A5210,,Yes,
Tabes dorsalis,A5211,A5211,,Yes,
Other cerebrospinal syphilis,A5212,A5212,,Yes,
Late syphilitic meningitis,A5213,A5213,,Yes,
Late syphilitic encephalitis,A5214,A5214,,Yes,
Late syphilitic neuropathy,A5215,A5215,,Yes,
Charcot's arthropathy (tabetic),A5216,A5216,,Yes,
General paresis,A5217,A5217,,Yes,
Other symptomatic neurosyphilis,A5219,A5219,,Yes,
Asymptomatic neurosyphilis,A522,A522,,Yes,
"Neurosyphilis, unspecified",A523,A523,,Yes,
Late syphilitic oculopathy,A5271,A5271,,Yes,
Syphilis of lung and bronchus,A5272,A5272,,Yes,
Symptomatic late syphilis of other respiratory organs,A5273,A5273,,Yes,
Syphilis of liver and other viscera,A5274,A5274,,Yes,
Syphilis of kidney and ureter,A5275,A5275,,Yes,
Other genitourinary symptomatic late syphilis,A5276,A5276,,Yes,
Syphilis of bone and joint,A5277,A5277,,Yes,
Syphilis of other musculoskeletal tissue,A5278,A5278,,Yes,
Other symptomatic late syphilis,A5279,A5279,,Yes,
"Late syphilis, latent",A528,A528,,Yes,
"Late syphilis, unspecified",A529,A529,,Yes,
"Latent syphilis, unspecified as early or late",A530,A530,,Yes,
"Syphilis, unspecified",A539,A539,,Yes,
"Gonococcal infection of lower genitourinary tract, unspecified",A5400,A5400,,Yes,
"Gonococcal cystitis and urethritis, unspecified",A5401,A5401,,Yes,
"Gonococcal vulvovaginitis, unspecified",A5402,A5402,,Yes,
"Gonococcal cervicitis, unspecified",A5403,A5403,,Yes,
Other gonococcal infection of lower genitourinary tract,A5409,A5409,,Yes,
Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,A541,A541,,Yes,
Gonococcal infection of kidney and ureter,A5421,A5421,,Yes,
Gonococcal prostatitis,A5422,A5422,,Yes,
Gonococcal infection of other male genital organs,A5423,A5423,,Yes,
Gonococcal female pelvic inflammatory disease,A5424,A5424,,Yes,
Other gonococcal genitourinary infections,A5429,A5429,,Yes,
"Gonococcal infection of eye, unspecified",A5430,A5430,,Yes,
Gonococcal conjunctivitis,A5431,A5431,,Yes,
Gonococcal iridocyclitis,A5432,A5432,,Yes,
Gonococcal keratitis,A5433,A5433,,Yes,
Other gonococcal eye infection,A5439,A5439,,Yes,
"Gonococcal infection of musculoskeletal system, unspecified",A5440,A5440,,Yes,
Gonococcal spondylopathy,A5441,A5441,,Yes,
Gonococcal arthritis,A5442,A5442,,Yes,
Gonococcal osteomyelitis,A5443,A5443,,Yes,
Gonococcal infection of other musculoskeletal tissue,A5449,A5449,,Yes,
Gonococcal pharyngitis,A545,A545,,Yes,
Gonococcal infection of anus and rectum,A546,A546,,Yes,
Gonococcal meningitis,A5481,A5481,,Yes,
Gonococcal brain abscess,A5482,A5482,,Yes,
Gonococcal heart infection,A5483,A5483,,Yes,
Gonococcal pneumonia,A5484,A5484,,Yes,
Gonococcal peritonitis,A5485,A5485,,Yes,
Gonococcal sepsis,A5486,A5486,,Yes,
Other gonococcal infections,A5489,A5489,,Yes,
"Gonococcal infection, unspecified",A549,A549,,Yes,
Chlamydial lymphogranuloma (venereum),A55,A55,,Yes,
"Chlamydial infection of lower genitourinary tract, unspecified",A5600,A5600,,Yes,
Chlamydial cystitis and urethritis,A5601,A5601,,Yes,
Chlamydial vulvovaginitis,A5602,A5602,,Yes,
Other chlamydial infection of lower genitourinary tract,A5609,A5609,,Yes,
Chlamydial female pelvic inflammatory disease,A5611,A5611,,Yes,
Other chlamydial genitourinary infection,A5619,A5619,,Yes,
"Chlamydial infection of genitourinary tract, unspecified",A562,A562,,Yes,
Chlamydial infection of anus and rectum,A563,A563,,Yes,
Chlamydial infection of pharynx,A564,A564,,Yes,
Sexually transmitted chlamydial infection of other sites,A568,A568,,Yes,
Chancroid,A57,A57,,Yes,
Granuloma inguinale,A58,A58,,Yes,
"Urogenital trichomoniasis, unspecified",A5900,A5900,,Yes,
Trichomonal vulvovaginitis,A5901,A5901,,Yes,
Trichomonal prostatitis,A5902,A5902,,Yes,
Trichomonal cystitis and urethritis,A5903,A5903,,Yes,
Other urogenital trichomoniasis,A5909,A5909,,Yes,
Trichomoniasis of other sites,A598,A598,,Yes,
"Trichomoniasis, unspecified",A599,A599,,Yes,
"Herpesviral infection of urogenital system, unspecified",A6000,A6000,,Yes,
Herpesviral infection of penis,A6001,A6001,,Yes,
Herpesviral infection of other male genital organs,A6002,A6002,,Yes,
Herpesviral cervicitis,A6003,A6003,,Yes,
Herpesviral vulvovaginitis,A6004,A6004,,Yes,
Herpesviral infection of other urogenital tract,A6009,A6009,,Yes,
Herpesviral infection of perianal skin and rectum,A601,A601,,Yes,
"Anogenital herpesviral infection, unspecified",A609,A609,,Yes,
Anogenital (venereal) warts,A630,A630,,Yes,
Other specified predominantly sexually transmitted diseases,A638,A638,,Yes,
Unspecified sexually transmitted disease,A64,A64,,Yes,
Nonvenereal syphilis,A65,A65,,Yes,
Initial lesions of yaws,A660,A660,,Yes,
Multiple papillomata and wet crab yaws,A661,A661,,Yes,
Other early skin lesions of yaws,A662,A662,,Yes,
Hyperkeratosis of yaws,A663,A663,,Yes,
Gummata and ulcers of yaws,A664,A664,,Yes,
Gangosa,A665,A665,,Yes,
Bone and joint lesions of yaws,A666,A666,,Yes,
Other manifestations of yaws,A667,A667,,Yes,
Latent yaws,A668,A668,,Yes,
"Yaws, unspecified",A669,A669,,Yes,
Primary lesions of pinta,A670,A670,,Yes,
Intermediate lesions of pinta,A671,A671,,Yes,
Late lesions of pinta,A672,A672,,Yes,
Mixed lesions of pinta,A673,A673,,Yes,
"Pinta, unspecified",A679,A679,,Yes,
Louse-borne relapsing fever,A680,A680,,Yes,
Tick-borne relapsing fever,A681,A681,,Yes,
"Relapsing fever, unspecified",A689,A689,,Yes,
Necrotizing ulcerative stomatitis,A690,A690,,Yes,
Other Vincent's infections,A691,A691,,Yes,
"Lyme disease, unspecified",A6920,A6920,,Yes,
Meningitis due to Lyme disease,A6921,A6921,,Yes,
Other neurologic disorders in Lyme disease,A6922,A6922,,Yes,
Arthritis due to Lyme disease,A6923,A6923,,Yes,
Other conditions associated with Lyme disease,A6929,A6929,,Yes,
Other specified spirochetal infections,A698,A698,,Yes,
"Spirochetal infection, unspecified",A699,A699,,Yes,
Chlamydia psittaci infections,A70,A70,,Yes,
Initial stage of trachoma,A710,A710,,Yes,
Active stage of trachoma,A711,A711,,Yes,
"Trachoma, unspecified",A719,A719,,Yes,
Chlamydial conjunctivitis,A740,A740,,Yes,
Chlamydial peritonitis,A7481,A7481,,Yes,
Other chlamydial diseases,A7489,A7489,,Yes,
"Chlamydial infection, unspecified",A749,A749,,Yes,
Epidemic louse-borne typhus fever due to Rickettsia prowazekii,A750,A750,,Yes,
Recrudescent typhus [Brill's disease],A751,A751,,Yes,
Typhus fever due to Rickettsia typhi,A752,A752,,Yes,
Typhus fever due to Rickettsia tsutsugamushi,A753,A753,,Yes,
"Typhus fever, unspecified",A759,A759,,Yes,
Spotted fever due to Rickettsia rickettsii,A770,A770,,Yes,
Spotted fever due to Rickettsia conorii,A771,A771,,Yes,
Spotted fever due to Rickettsia siberica,A772,A772,,Yes,
Spotted fever due to Rickettsia australis,A773,A773,,Yes,
"Ehrlichiosis, unspecified",A7740,A7740,,Yes,
Ehrlichiosis chafeensis [E. chafeensis],A7741,A7741,,Yes,
Other ehrlichiosis,A7749,A7749,,Yes,
Other spotted fevers,A778,A778,,Yes,
"Spotted fever, unspecified",A779,A779,,Yes,
Q fever,A78,A78,,Yes,
Trench fever,A790,A790,,Yes,
Rickettsialpox due to Rickettsia akari,A791,A791,,Yes,
Rickettsiosis due to Ehrlichia sennetsu,A7981,A7981,,Yes,
Anaplasmosis [A. phagocytophilum],A7982,A7982,,Yes,
Other specified rickettsioses,A7989,A7989,,Yes,
"Rickettsiosis, unspecified",A799,A799,,Yes,
"Acute paralytic poliomyelitis, vaccine-associated",A800,A800,,Yes,
"Acute paralytic poliomyelitis, wild virus, imported",A801,A801,,Yes,
"Acute paralytic poliomyelitis, wild virus, indigenous",A802,A802,,Yes,
"Acute paralytic poliomyelitis, unspecified",A8030,A8030,,Yes,
Other acute paralytic poliomyelitis,A8039,A8039,,Yes,
Acute nonparalytic poliomyelitis,A804,A804,,Yes,
"Acute poliomyelitis, unspecified",A809,A809,,Yes,
"Creutzfeldt-Jakob disease, unspecified",A8100,A8100,,Yes,
Variant Creutzfeldt-Jakob disease,A8101,A8101,,Yes,
Other Creutzfeldt-Jakob disease,A8109,A8109,,Yes,
Subacute sclerosing panencephalitis,A811,A811,,Yes,
Progressive multifocal leukoencephalopathy,A812,A812,,Yes,
